	summarized	lineages	abundances	resid	coverage
2021-5-25-Wac2_variants.tsv	[('Other', 0.9851063677686235), ('Alpha', 0.008805727461898082), ('Delta', 0.002617855091054207), ('Epsilon', 0.0001255439999749258)]	B.1.76 B.1 B.1.143 B.1.195 B.1.134 B.1.81 Q.1 Q.3 B.1.617.2 B.1.1.421 B.1.214 B.1.162 B.1.1.408 B.1.1.437 B.1.1.120 B.1.1.416 B.1.1.403 B.1.282 B.1.110.1 B.1.1.513 C.18 B.1.1.389 G.1 Q.7 B.1.1.15 B.1.480 B.1.1.450 B.1.1.379 B.1.164 B.1.1.4 B.1.1.288 B.1.1.55 B.1.1.275 B.1.23 B.1.599 B.1.1.26 B.1.1.448 B.1.1.361 C.30 B.1.1.507 B.1.188 B.1.385 B.1.1.344 B.1.1.92 B.1.1.291 B.1.1.426 B.1.456 B.1.1.197 AE.4 B.1.1.198 B.1.240.2 B.1.460 B.1.124 B.1.37 B.1.1.115 B.1.1.464 B.1.382 B.1.1.320 B.1.404 B.1.77 AY.13 B.1.36.1 B.1.559 B.1.408 B.1.1.109 B.1.1.145 B.1.428.2 B.1.577 AG.1 B.1.1.201 AZ.4 M.3 B.1.1.302 R.1 B.1.1.383 B.1.280 B.1.160.22 B.1.1.153 AP.1 B.1.530 AY.75.3 B.1.1.352 B.34 B.1.524 B.1.131 B.1.429.1 B.1.1.290 B.1.1.14 B.1.146 B.1.557 B.1.415.1 B.1.69 B.1.1.237 B.1.220 B.1.1.395 B.1.1.123 B.1.1.315 B.1.630 B.1.1.16 B.1.1.165 B.1.245 AY.20.1	0.15998753 0.15998753 0.15998753 0.15998753 0.15998753 0.15998753 0.00460074 0.00379327 0.00221703 0.00218955 0.00115496 0.00105485 0.00091241 0.00068493 0.00060370 0.00059337 0.00051952 0.00049562 0.00047386 0.00046615 0.00046321 0.00046264 0.00043334 0.00041173 0.00037951 0.00035935 0.00035639 0.00035211 0.00034855 0.00034595 0.00034325 0.00033595 0.00033487 0.00033278 0.00032920 0.00030836 0.00029582 0.00028893 0.00028425 0.00027797 0.00027509 0.00026584 0.00025675 0.00024975 0.00024745 0.00024471 0.00023010 0.00021350 0.00020969 0.00020951 0.00020265 0.00019656 0.00019356 0.00019309 0.00019047 0.00018916 0.00018640 0.00017745 0.00017565 0.00017342 0.00016682 0.00016624 0.00016545 0.00016540 0.00016229 0.00016228 0.00016193 0.00016119 0.00015833 0.00015789 0.00015588 0.00015579 0.00014878 0.00014699 0.00014486 0.00014088 0.00013992 0.00013874 0.00013602 0.00013467 0.00013385 0.00013179 0.00013033 0.00013004 0.00012766 0.00012554 0.00012468 0.00012335 0.00012304 0.00011604 0.00011572 0.00011533 0.00011364 0.00011333 0.00010976 0.00010966 0.00010793 0.00010659 0.00010620 0.00010565 0.00010474 0.00010015	6.503334753413708	29.381667391231648
2021-8-03_Wac7_variants.tsv	[('Delta', 0.9944444399912596), ('Mu', 0.005555559999949958)]	AY.111 AY.25.3 AY.24 B.1.617.2 AY.25 AY.100 AY.3.1 AY.38 B.1.621 AY.56 AY.4.3 AY.129 AY.66	0.38112606 0.20083100 0.09251100 0.08926944 0.07586800 0.06492410 0.04170290 0.03883589 0.00555556 0.00405954 0.00364964 0.00086430 0.00080257	7.16122291638078	96.29134200581882
2022-09-13-TX-BW-DSHS-Sample-Was-Wac-35_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.9986935442746877), ('BA.2* [Omicron (BA.2.X)]', 0.00013908198993827626), ('Omicron', 0.00011830302274658494), ('Alpha', 0.0001105218113808394), ('Other', 0.00010619097254516713), ('A', 0.00010555197859291103)]	BA.5 BA.5.3.1 BA.5.1.3 BA.5.2 BF.7 BA.5.3 BA.5.3.2 BF.8 BA.5.5 BA.5.2.2 BA.5.3.4 BA.5.2.4 BF.10 BA.5.2.3 BA.5.1.8 BA.5.7 BA.5.1.5 BA.2.80 BF.9 BA.5.2.5 BA.4.3 Q.6 C.36.1 A.18	0.20616293 0.19224000 0.18748251 0.15382080 0.15129800 0.10220709 0.00116306 0.00097352 0.00078339 0.00049222 0.00046904 0.00034459 0.00024393 0.00022099 0.00019648 0.00017418 0.00017400 0.00013908 0.00012544 0.00012134 0.00011830 0.00011052 0.00010619 0.00010555	8.198273089419851	96.25455639902351
2022-08-23-TX-BW-DSHS-Sample-Was-Wac-32_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.8844079101099945), ('Omicron', 0.11463543033075262)]	BA.5.2 BA.5.2.1 BE.1 BA.4 BA.4.1 BA.4.1.5 BF.4 BF.7 BA.4.3 BA.4.1.3 BE.3 BA.4.1.1	0.42449039 0.32662518 0.13236816 0.08196541 0.01606845 0.01606845 0.00050210 0.00025343 0.00019636 0.00017202 0.00016865 0.00016474	7.841814699566825	86.71705180082266
2021-11-16_Wac14_variants.tsv	[('Delta', 0.9999999516257182)]	AY.3.1 AY.100 AY.120 AY.44 AY.103 AY.127 AY.111 AY.116 AY.3 AY.46 AY.4 AY.77 AY.105 AY.46.6 AY.122 AY.109 AY.76 AY.118 AY.84 AY.120.2 AY.36 AY.39.1 AY.39.1.1 AY.4.8 AY.20.1	0.37981100 0.09666079 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.03902290 0.00512820 0.00392157 0.00231214 0.00118203 0.00115340 0.00066028 0.00055494 0.00055494 0.00043879 0.00032415	2.8776982477396125	51.09186369260609
2021-8-10_Wac8_variants.tsv	[('Delta', 0.9999999999732538)]	AY.25 AY.75 AY.25.3 AY.62 AY.26 B.1.617.2 AY.3.1 AY.39 AY.3 AY.88 AY.100 AY.90 AY.23 AY.56 AY.125 AY.107	0.33106900 0.25294100 0.11458300 0.08559500 0.07234932 0.04018400 0.02949360 0.02424240 0.01217310 0.01068090 0.00925926 0.00766703 0.00425347 0.00337268 0.00132979 0.00080645	5.618730815776889	94.59920409323479
2022-3-15-TX-BW-DSHS-Sample-Was-Wac-10_variants.tsv	[('Omicron', 0.9986850331488796), ('BA.2* [Omicron (BA.2.X)]', 0.0002931318912188294)]	XAH XZ BA.2.34 BA.2.45	0.99842571 0.00025932 0.00016954 0.00012359	1.990461576710851	7.092933819349229
2022-4-12-TX-BW-DSHS-Sample-Was-Wac-13_variants.tsv	[('Omicron', 0.724705628105238), ('BA.5* [Omicron (BA.5.X)]', 0.2665629931225361), ('BA.2* [Omicron (BA.2.X)]', 0.006832938583770169), ('Other', 0.00047128248036144887)]	XAH BA.5.2.1 BA.5.3 BA.5 BA.5.3.3 XY BA.2.16 BA.2.3.6 BA.2.3.8 BA.2.11 BA.2.33 BA.2.62 BA.2.44 BA.2.30 BA.2.53 XAK XAC BA.2.25.1 B.1.1.389 BA.2.3.17 BA.4.1.3 BG.4 BF.9 BA.2.8 BA.2.1 BA.2.3.7 BA.2.49 BA.2.47 B.1.1.328 BA.2.9.4 BA.2.3.15 BA.5.6.1 BA.2.54 BA.5.1.1 XF	0.72269699 0.06653247 0.06653247 0.06653247 0.06653247 0.00123102 0.00085351 0.00075872 0.00073153 0.00063105 0.00057143 0.00038007 0.00035026 0.00032981 0.00030537 0.00029210 0.00026451 0.00023926 0.00023253 0.00022437 0.00022100 0.00022060 0.00021024 0.00019372 0.00018295 0.00017478 0.00016715 0.00015956 0.00013450 0.00012681 0.00011770 0.00011703 0.00011427 0.00010585 0.00010425	5.385863215207548	27.207972444236365
2022-06-21-TX-BW-DSHS-Sample-Was-Wac-23_variants.tsv	[('BA.2* [Omicron (BA.2.X)]', 0.998889480591072), ('Omicron', 0.00010390699972200034)]	BG.3 BG.1 BA.2.3.16 BA.2.32 BA.2.65 BA.2.59 BA.4.5	0.49915460 0.49915460 0.00018671 0.00015727 0.00012283 0.00011348 0.00010391	3.066941440605363	20.99120489582985
2021-11-02_Wac13_variants.tsv	[('Delta', 0.9999999999995351)]	AY.103	1.00000000	4.5912665699621655	68.79911714543691
2022-5-03-TX-BW-DSHS-Sample-Was-Wac-16_variants.tsv	[('BA.2* [Omicron (BA.2.X)]', 0.999010644869896), ('BA.5* [Omicron (BA.5.X)]', 0.00010791947093324336)]	BA.2.19 BA.2.12 BA.2.62 BA.2.16 BG.1 BA.2.57 BA.2.70 BA.2.13.1 BG.4 BA.2.10 BA.2.10.3 BA.2.65 BA.2.66 BA.2.3.18 BA.2.12.2 BA.2.22 BA.2.49 BA.5.2.4	0.99305240 0.00199254 0.00066522 0.00053147 0.00047059 0.00044683 0.00041938 0.00018146 0.00016391 0.00016156 0.00016156 0.00014127 0.00013901 0.00012811 0.00012513 0.00011511 0.00011510 0.00010792	4.369145219985771	64.37815603785573
2021-09-07-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.9984423870541569)]	AY.25 AY.122 AY.26 AY.75 AY.47 AY.100 AY.3 AY.62 AY.46.1 AY.102 AY.84 AY.25.3 AY.72 AY.129 AY.3.4 AY.76 AY.107 AY.122.1 AY.44 AY.24.1 AY.55 AY.114 AY.120.2 AY.118 AY.39.1.4 AY.75.2 AY.67 AY.77 AY.90 AY.43.4 AY.88 AY.105 AY.92 AY.73 AY.127 AY.125 AY.110 AY.75.3 AY.11 AY.101	0.31313582 0.18719283 0.15760387 0.11553820 0.10669600 0.06764260 0.03622032 0.00747931 0.00080064 0.00049726 0.00032889 0.00032258 0.00031942 0.00031864 0.00029658 0.00024125 0.00023460 0.00021216 0.00020247 0.00019040 0.00019030 0.00019004 0.00018169 0.00017803 0.00017578 0.00017085 0.00016998 0.00016773 0.00016545 0.00016082 0.00014909 0.00014855 0.00012698 0.00012123 0.00012024 0.00012024 0.00011805 0.00010795 0.00010410 0.00010145	5.871679265351165	99.51175467344413
2021-10-26-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.9986088394779905), ('Other', 0.00013310300185118216)]	AY.44 AY.25.3 AY.46.1 AY.126 AY.4.16 AY.3.1 AY.113 AY.91.1 AY.117 AY.45 B.1.640 AY.29 AY.82	0.99575640 0.00087007 0.00034495 0.00023923 0.00023127 0.00021826 0.00019091 0.00017886 0.00016235 0.00015893 0.00013310 0.00013236 0.00012525	6.05494531218527	72.29040564491856
2022-2-22-TX-BW-DSHS-Sample-Was-Wac-7_variants.tsv	[('Omicron', 0.9994286874667606)]	BA.1.15.2 BA.1.15 BA.1.10 BA.1.19 BA.1.4 BA.1.17 BA.1.18 BA.1.21 BA.1.14 BA.1.13 BA.1.3 BA.1.21.1 BA.1.6 BA.1.7 BA.1.14.2 BA.1.17.1 BA.1.5 BA.1 BA.1.16.1 BD.1 BA.1.9 BA.1.15.1	0.32583865 0.32583865 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.02474760 0.00036539 0.00032651 0.00021447 0.00013758 0.00013234 0.00010870	1.4349580123522183	26.04086546500351
2022-07-26-TX-BW-DSHS-Sample-Was-Wac-28_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.9993106579905652)]	BA.5.3.2 BA.5.3 BE.3 BA.5 BF.6 BF.7 BA.5.1.2 BF.4 BA.5.2.4 BA.5.2.3 BA.5.3.3 BF.5	0.21148992 0.21148992 0.19384300 0.18768642 0.17677784 0.01639480 0.00047192 0.00038081 0.00023454 0.00022805 0.00019816 0.00011528	6.274662608381851	90.43574223322075
2021-03-30-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Other', 0.6880857584247971), ('Alpha', 0.30727585247708195), ('Beta', 0.00011720597301115866), ('Epsilon', 0.00010844797853080608), ('BA.5* [Omicron (BA.5.X)]', 0.00010677500666592155)]	B.1.2 Q.1 B.1.533 B.1.1.376 B.1.1.134 B.1.1.122 B.1.1.192 B.1.1.398 B.1.1.166 B.1.1.161 B.1.1.372 B.1.1.43 B.1.1.200 B.1.1.164 B.1.1.194 B.1.1.59 B.1.1.118 B.1.1.148 B.1.1.485 B.1.1.13 B.1.1.241 B.1.1.117 B.1.1.189 B.1.1.402 B.1.1.57 B.1.1.329 B.1.1.231 B.1.1.299 B.1.1 B.1.1.71 B.1.1.306 B.1.1.58 B.1.1.67 B.1.1.154 AE.1 B.59 B.1.1.197 B.1.1.500 B.1.1.155 B.1.1.205 B.1.1.239 B.1.1.355 B.1.1.379 B.1.1.47 B.1.1.304 B.1.570 B.1.1.89 B.1.1.45 B.1.1.426 B.1.93 B.1.437 B.1.1.396 B.1.1.136 B.1.1.203 B.1.1.204 B.1.1.325 B.1.1.255 B.1.1.290 B.1.1.378 B.1.1.115 B.1.1.175 B.1.1.198 B.1.1.280 B.1.1.149 B.1.1.395 B.1.1.142 B.1.1.40 B.1.1.219 B.1.1.119 B.1.1.347 B.1.1.116 B.1.1.359 B.1.548 B.1.1.258 B.1.1.358 B.1.1.513 B.1.425 B.1.1.70 B.1.1.182 B.1.1.237 B.1.1.507 C.36.2 B.1.1.177 B.1.1.383 B.1.1.461 B.1.1.403 B.4.5 B.1.1.384 B.1.1.373 AN.1 B.1.1.147 B.1.1.165 B.1.1.512 Q.3 B.1.1.361 B.1.304 B.1.1.109 B.1.1.171 B.1.451 B.1.348 B.1.1.196 B.1.1.421 B.1.1.176 B.1.1.46 B.1.595.4 B.1.1.519 B.1.579 B.1.1.141 B.1.1.98 B.1.1.297 B.1.1.406 B.1.445 AQ.1 B.1.1.72 B.1.318 B.1.1.413 B.1.1.145 B.1.1.338 B.1.1.95 C.20 B.1.1.218 B.1.349 B.1.1.224 B.1.1.88 M.3 B.1.531 B.1.1.37 AZ.3 B.1.1.311 B.1.499.1 N.5 B.1.1.181 B.1.1.39 B.1.265 B.1.1.138 B.1.1.389 B.1.495 D.5 B.1.1.301 B.1.1.38 B.1.1.441 Q.4 B.1.240.2 B.11 B.1.350.1 B.1.501 B.1.1.327 B.1.356 B.1.1.298 B.1.1.352 P.6 N.1 B.1.1.371 B.1.334 B.1.1.518 B.1.463 B.1.333 B.1.1.207 B.1.1.193 AH.1 B.18 AE.4 B.1.1.26 B.1.1.348 B.1.306 B.1.591 B.1.1.14 B.1.1.525 B.1.1.288 B.1.311 XA B.1.1.213 B.1.400.1 B.1.577 B.1.1.506 B.1.1.269 B.1.1.286 B.1.1.256 B.1.1.450 B.1.1.458 B.1.1.16 B.1.351.5 B.1.1.312 B.1.302 AM.3 B.1.1.159 B.1.1.448 C.16 B.1.1.153 B.1.429.1 AE.7 B.1.1.307 B.1.1.228 BF.1.1 B.1.1.240 AE.6 B.1.629 B.1.1.242 B.1.1.251 B.1.499 C.2.1 B.1.569 B.1.1.190 B.1.596.1 B.1.637	0.37793969 0.30684571 0.19681822 0.00531915 0.00224719 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00204570 0.00183344 0.00170139 0.00125064 0.00116932 0.00077519 0.00073892 0.00070766 0.00067783 0.00064516 0.00061953 0.00061187 0.00057870 0.00056306 0.00055958 0.00053902 0.00050326 0.00049538 0.00049369 0.00046860 0.00046751 0.00046325 0.00043384 0.00042735 0.00042626 0.00041858 0.00040932 0.00039483 0.00039357 0.00038830 0.00038207 0.00037933 0.00037525 0.00037516 0.00036385 0.00036170 0.00035581 0.00034958 0.00034430 0.00034220 0.00033729 0.00033322 0.00033195 0.00031949 0.00030848 0.00030597 0.00030572 0.00030323 0.00029409 0.00028777 0.00027571 0.00027427 0.00027169 0.00027100 0.00027012 0.00026899 0.00026736 0.00026505 0.00026349 0.00025733 0.00025733 0.00025635 0.00025593 0.00025487 0.00025476 0.00025474 0.00025423 0.00025289 0.00024789 0.00024685 0.00024401 0.00024385 0.00024049 0.00023956 0.00023952 0.00023529 0.00022753 0.00022288 0.00022112 0.00021583 0.00021266 0.00021114 0.00020403 0.00020259 0.00020195 0.00019935 0.00019818 0.00019767 0.00019658 0.00019654 0.00019580 0.00019146 0.00019077 0.00018960 0.00018594 0.00018587 0.00018355 0.00018268 0.00018142 0.00017958 0.00017833 0.00017806 0.00017790 0.00017759 0.00017646 0.00017589 0.00017577 0.00017355 0.00017281 0.00017276 0.00017136 0.00016656 0.00016387 0.00016343 0.00016284 0.00016146 0.00015910 0.00015654 0.00015469 0.00015454 0.00015402 0.00015338 0.00015124 0.00014984 0.00014977 0.00014977 0.00014779 0.00014702 0.00014640 0.00014575 0.00014402 0.00014346 0.00014292 0.00014014 0.00013988 0.00013888 0.00013847 0.00013608 0.00013458 0.00013323 0.00013023 0.00012849 0.00012806 0.00012604 0.00012487 0.00012479 0.00012194 0.00012002 0.00011721 0.00011700 0.00011601 0.00011427 0.00011326 0.00011230 0.00011149 0.00011101 0.00010845 0.00010779 0.00010702 0.00010696 0.00010678 0.00010644 0.00010501 0.00010482 0.00010456 0.00010441 0.00010334 0.00010232 0.00010172 0.00010105 0.00010085 0.00010032	7.888977175671666	58.806808681403204
2021-6-29_Wac4_variants.tsv	[('Delta', 0.9999999999955362)]	B.1.617.2	1.00000000	6.214774348749313	41.14637327358459
2021-09-28-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.997237252940748), ('A', 0.00010191599974940847)]	AY.25 AY.100 AY.75 AY.113 AY.11 AY.3 AY.47 AY.3.1 AY.25.1 AY.39 AY.116 AY.110 AY.33 AY.46.1 AY.26 AY.55 AY.77 AY.44 AY.102 AY.51 AY.62 AY.87 AY.127.1 AY.67 AY.35 AY.71 AY.9 AY.90 AY.101 AY.4.4 AY.42 AY.20.1 AY.76 AY.119.1 AY.98 AY.3.3 AY.5.2 AY.83 AY.21 AY.117 A.19 AY.92 AY.23.1	0.58708156 0.09328715 0.08155700 0.06980906 0.06300985 0.05093390 0.02733020 0.01257605 0.00149254 0.00110289 0.00093721 0.00077123 0.00072932 0.00067095 0.00066890 0.00038398 0.00035392 0.00033996 0.00030826 0.00028485 0.00025402 0.00023256 0.00022962 0.00022925 0.00021510 0.00020842 0.00019944 0.00018413 0.00018345 0.00017752 0.00015168 0.00014941 0.00014006 0.00013026 0.00012878 0.00012645 0.00012074 0.00011970 0.00011809 0.00010824 0.00010192 0.00010111 0.00010045	8.816260032788978	98.63224425642912
2022-2-8-TX-BW-DSHS-Sample-Was-Wac-5_variants.tsv	[('Omicron', 0.9992563129805361)]	XP BA.1.15 BA.1.15.3 BA.1.1.16 BA.1.18 BA.1.5 BA.1.21 BA.1.13 BA.1.17 BA.1.21.1 BA.1.7 BA.1.1.4 BA.1.16.2 BA.1.4 BA.1.1.15 BC.2 BA.1.1.3	0.27587521 0.23395812 0.23395812 0.05893070 0.02739177 0.02739177 0.02739177 0.02739177 0.02739177 0.02739177 0.02739177 0.00395257 0.00027234 0.00016073 0.00015273 0.00015058 0.00010282	2.851044024911015	57.69320803932716
2022-08-02-TX-BW-DSHS-Sample-Was-Wac-29_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.9996145524989949)]	BA.5.2.1 BE.1 BE.1.1	0.99920953 0.00020251 0.00020251	5.539416004554113	19.600040129752866
2021-07-27-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.9874112494214872), ('Other', 0.009973197043341877)]	AY.44 AY.26 AY.25 AY.47 AY.1 AY.3 AY.75 B.1.617.2 AY.25.1 B.1.22 B.1.324 AY.114 B.1.67 B.1.153 AY.62 B.1.564 B.1.393 B.1.277 B.1.431 B.1.276 B.1.370 B.1.436 AY.37 AY.110 B.1.596 B.1.235 AY.101 B.1.333 B.1.452 B.1.91 AY.118 B.1.110.1 AY.82 B.1.634 B.1.485 B.1.334 B.1.134 B.1.198 B.1.320 AY.25.3 AY.98 AY.10 B.1.108 AY.11 B.1.306 AY.125 B.1.344 AY.126 B.1.274 B.1.254 B.1.480 B.1.35 B.1.264 B.1.384 D.2 AY.3.4 AY.91.1 B.1.544 AY.92 B.1.124 B.1.541 B.1.530 B.1.165 B.1.93 B.1.350 AY.69 B.1.438.4 AY.51 B.1.356 B.1.164 B.1.8 B.1.280 AY.77 B.1.214 XA AY.43 B.1.282 B.1.70 AY.39.1.4 B.1.110.3 B.1.1.389 AY.24.1 AY.45 AY.33.2	0.43958900 0.18795643 0.16894145 0.07669580 0.05044836 0.04929240 0.00697921 0.00243929 0.00093633 0.00088731 0.00065746 0.00055648 0.00043253 0.00036724 0.00035442 0.00033616 0.00030478 0.00025747 0.00025508 0.00024777 0.00023990 0.00022318 0.00021887 0.00021730 0.00021608 0.00021035 0.00020796 0.00019324 0.00019040 0.00018882 0.00018734 0.00018636 0.00018359 0.00018198 0.00018047 0.00017959 0.00017958 0.00017325 0.00016943 0.00016822 0.00016739 0.00016213 0.00015931 0.00015888 0.00014351 0.00014194 0.00014096 0.00014086 0.00013996 0.00013961 0.00013912 0.00013584 0.00013564 0.00013136 0.00013070 0.00013053 0.00012711 0.00012702 0.00012651 0.00012645 0.00012498 0.00012477 0.00012352 0.00012255 0.00012123 0.00012063 0.00012001 0.00011995 0.00011892 0.00011875 0.00011871 0.00011677 0.00011666 0.00011193 0.00011144 0.00011030 0.00011011 0.00010909 0.00010892 0.00010641 0.00010608 0.00010470 0.00010199 0.00010030	5.207439284033983	98.32458281777748
2021-07-06-TX-BW-DSHS-Sample-Wac-Inf_variants.tsv	[('Delta', 0.8742682097049141), ('Other', 0.12231675630707213), ('Alpha', 0.00022176203593322723), ('BA.5* [Omicron (BA.5.X)]', 0.00011491599874867585)]	AY.23 B.1.1.232 B.1.1.48 B.1.1.40 B.1.1.305 AY.46.1 AY.39.3 AY.116 B.59 B.1.1.228 AY.107 B.1.1.213 B.1.1.344 B.1.1.159 B.1.1.336 AY.1 AY.82 AY.43.1 B.1.1.4 B.1.1.170 AY.23.2 B.1.1.205 AY.42 B.1.1.323 AY.26.1 B.1.1.403 AY.29 B.1.1.114 AY.72 AY.3.3 B.1.1.482 B.1.1.193 AY.39 AY.39.1 B.1.1.115 AY.22 B.1.1.297 B.1.1.44 AQ.1 B.1.1.262 B.1.1.450 B.4.8 AK.1 B.1.1.364 B.1.1.121 BA.5.2.5 B.1.1.317 B.1.1.7 N.7 AY.92 Q.7 B.1.1.398 B.1.1.187	0.86991321 0.11351356 0.00148324 0.00140647 0.00080450 0.00072957 0.00050184 0.00038393 0.00033847 0.00031284 0.00030093 0.00029747 0.00029665 0.00028458 0.00027592 0.00026449 0.00025549 0.00025132 0.00023815 0.00023166 0.00022361 0.00020508 0.00020080 0.00018986 0.00018769 0.00017825 0.00017787 0.00016978 0.00016667 0.00015865 0.00015645 0.00015314 0.00015029 0.00015029 0.00014815 0.00014339 0.00014286 0.00014269 0.00013994 0.00013870 0.00013646 0.00012888 0.00012433 0.00011963 0.00011937 0.00011492 0.00011421 0.00011379 0.00011230 0.00010816 0.00010797 0.00010720 0.00010595	7.937738930010818	52.810754773768515
2022-06-14-TX-BW-DSHS-Sample-Was-Wac-22_variants.tsv	[('BA.2* [Omicron (BA.2.X)]', 0.9989853089173166), ('Omicron', 0.0002856049943192417), ('BA.5* [Omicron (BA.5.X)]', 0.00016110799856415222), ('Other', 0.00011467899611919572)]	BA.2.65 BA.2.9.3 BA.2.48 BA.2.3.16 BA.4.4 BA.5.1.4 B.1.1.138 BA.4.2	0.99809503 0.00034813 0.00030584 0.00023630 0.00017972 0.00016111 0.00011468 0.00010588	2.138412802677742	21.97103969501388
2022-09-20-TX-BW-DSHS-Sample-Was-Wac-36_variants.tsv	[('BA.5* [Omicron (BA.5.X)]', 0.8617134415318156), ('Omicron', 0.13725145811420286), ('Other', 0.00022830200944618), ('A', 0.00016753199787972441)]	BF.7 BF.6 BA.5.2.3 BA.4.6 BA.5.1 BA.5.1.1 BA.5 BA.5.3.1 BA.5.2.1 BA.5.2.2 BA.4.3 BA.5.1.3 BA.5.6 BA.5.5 BA.5.1.2 BF.5 BA.5.2.4 BA.4.5 BA.5.2.5 XAJ BA.4.1.3 BA.5.8 BF.4 BA.5.1.7 BA.4.1.2 A.2.5.3 BF.8 XD BF.10 BA.4.1 BA.4.7 N.10	0.18565310 0.17747043 0.16259400 0.13493490 0.12929980 0.10867800 0.04467086 0.04380300 0.00366183 0.00121415 0.00100536 0.00077590 0.00070906 0.00066934 0.00047642 0.00043066 0.00036519 0.00035657 0.00029438 0.00026798 0.00025582 0.00023935 0.00022193 0.00020989 0.00020547 0.00016753 0.00015584 0.00012561 0.00012034 0.00011792 0.00010745 0.00010269	9.88119844657879	96.87656756847139
2022-5-31-TX-BW-DSHS-Sample-Was-Wac-20_variants.tsv	[('BA.2* [Omicron (BA.2.X)]', 0.9987384410440208), ('Omicron', 0.0002365299686575646)]	BG.3 BA.2.24 BA.2.55 BA.2.46 BA.2.72 BG.1 BA.2.16 BA.2.70 BA.2.60 BA.2.8 BA.2.19 XAC BA.2.17 BA.2.52 BA.2.65 BA.2.33 BA.2.34 BG.4 BA.2.35 BA.2.18 BA.2.41 BA.2.45 BA.2.28 BA.2.58 BA.2.50 BA.2.44 BG.2	0.54140377 0.22406076 0.22406076 0.00249558 0.00130961 0.00072464 0.00062734 0.00051696 0.00044984 0.00037684 0.00035634 0.00023653 0.00022046 0.00020208 0.00020048 0.00019384 0.00017783 0.00017583 0.00017523 0.00014984 0.00014974 0.00014641 0.00012745 0.00012705 0.00010674 0.00010273 0.00010028	6.3103995222596465	73.09634484834298
